0,1.6302,0.73102,-0.39432
0.010001,0.48889,-0.34757,0.27084
0.020002,1.0347,0.23442,-0.064452
0.030003,0.72689,-0.86773,0.32481
0.040004,-0.30344,-0.98254,2.345
0.050005,0.29387,-0.29357,-0.14404
0.060006,-0.78728,0.82447,-0.40089
0.070007,0.8884,0.19413,1.3155
0.080008,-1.1471,0.29769,-0.6735
0.090009,-1.0689,-0.71013,-0.035148
0.10001,-0.8095,-0.68767,-1.2339
0.11001,-2.9443,0.57284,0.32034
0.12001,1.4384,0.44522,0.51493
0.13001,0.32519,-1.326,0.56938
0.14001,-0.75493,-1.4999,-0.0040167
0.15002,1.3703,1.016,0.61175
0.16002,-1.7115,-0.027516,-0.49017
0.17002,-0.10224,-0.16045,-1.7272
0.18002,-0.24145,0.37884,-0.55729
0.19002,0.31921,-0.10716,0.80213
0.20002,0.31286,0.21284,1.5039
0.21002,-0.86488,0.46806,0.91966
0.22002,-0.030051,-1.6161,-0.55725
0.23002,-0.16488,0.014738,0.34865
0.24002,0.62771,-0.037764,-1.0885
0.25003,1.0933,0.40381,0.60064
0.26003,1.1093,0.30525,0.41302
0.27003,-0.86365,-1.2431,-1.5243
0.28003,0.077359,0.13186,-0.31112
0.29003,-1.2141,-0.99948,1.6368
0.30003,-1.1135,-0.35421,-2.0025
0.31003,-0.0068493,0.10559,-0.65613
0.32003,1.5326,0.95543,-1.572
0.33003,-0.76967,0.4648,-1.0511
0.34003,0.37138,0.26671,-1.6538
0.35004,-0.22558,-1.4232,0.36942
0.36004,1.1174,0.11106,-0.93618
0.37004,-1.0891,1.1729,0.098282
0.38004,0.032557,-2.1156,0.63028
0.39004,0.55253,0.46216,-0.32148
0.40004,1.1006,-2.4599,0.62767
0.41004,1.5442,-0.30486,-0.21163
0.42004,0.085931,0.39823,-0.28802
0.43004,-1.4916,-1.7058,0.3421
0.44004,-0.7423,0.75941,0.97972
0.45005,-1.0616,0.20324,-0.34268
0.46005,2.3505,0.95868,1.6472
0.47005,-0.6156,0.48683,-1.2442
0.48005,0.74808,-0.4459,-2.1247
0.49005,-0.19242,0.32567,0.22555
0.50005,0.88861,-0.020098,-2.3211
0.51005,-0.76485,-1.8885,-2.8975
0.52005,-1.4023,0.33836,-0.16214
0.53005,-1.4224,0.33781,0.11427
0.54005,0.48819,0.42433,-0.41901
0.55006,-0.17738,0.11287,-0.36043
0.56006,-0.19605,-0.11827,0.45446
0.57006,1.4193,-2.6863,-0.47751
0.58006,0.29158,1.5484,0.11854
0.59006,0.19781,-0.92438,-0.41919
0.60006,1.5877,-0.7204,-0.48455
0.61006,-0.80447,0.83351,1.7519
0.62006,0.69662,-0.56649,1.8812
0.63006,0.83509,-0.99915,0.18039
0.64006,-0.24372,0.64127,0.79631
0.65007,0.21567,-0.25395,1.2543
0.66007,-1.1658,-1.1217,-1.5853
0.67007,-1.148,1.6479,-2.4203
0.68007,0.10487,-0.30668,1.1855
0.69007,0.72225,-0.77404,0.044885
0.70007,2.5855,-1.3542,-1.4419
0.71007,-0.66689,-0.32593,0.69047
0.72007,0.18733,1.5532,0.73163
0.73007,-0.082494,0.62813,1.8916
0.74007,-1.933,-1.0275,-0.21713
0.75008,-0.43897,-0.20194,-0.20895
0.76008,-1.7947,0.86107,-1.1388
0.77008,0.84038,1.5582,-2.5854
0.78008,-0.88803,-0.12968,-0.70974
0.79008,0.10009,-0.81777,1.1379
0.80008,-0.54453,0.28851,-1.0808
0.81008,0.30352,-1.1314,0.23222
0.82008,-0.60033,0.88132,-1.4823
0.83008,0.48997,-0.94421,1.4495
0.84008,0.73936,-0.62159,1.2783
0.85009,1.7119,-1.9911,-0.86192
0.86009,-0.19412,-0.95195,-1.0566
0.87009,-2.1384,0.25795,0.96673
0.88009,-0.83959,1.1982,1.0646
0.89009,1.3546,1.109,0.91301
